scored_at,lens,id,project_name,district,beds,price,psf,score,rank_norm,lens_version
2026-08-12,mmr,60179694,The Calypso,D16,3,2499999,2234.14,193,0.0147,3.12+ba8d8abe
2026-08-12,mmr,500223322,Laguna 88,D16,3,1800000,1337.3,429,0.3627,3.12+ba8d8abe
2026-08-12,mmr,500231162,The Bayshore,D16,3,2100000,1696.28,409,0.3099,3.12+ba8d8abe
2026-08-12,exit_demand,500231162,The Bayshore,D16,3,2100000,1696.28,86.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500214292,Limau Park,D16,3,2450000,1929.13,193,0.0147,3.12+ba8d8abe
2026-08-12,mmr,500231135,The Clearwater,D16,3,1999999,1498.13,609,0.7691,3.12+ba8d8abe
2026-08-12,exit_demand,500231135,The Clearwater,D16,3,1999999,1498.13,89.5,,exit-1.0+a5c8065a
2026-08-12,mmr,24771854,Sea Pavilion Residences,D16,3,1880000,2079.65,428,0.3588,3.12+ba8d8abe
2026-08-12,mmr,500222872,Laguna 88,D16,3,1888000,1414.23,384,0.2507,3.12+ba8d8abe
2026-08-12,mmr,500113101,The Bayshore,D16,3,1980000,1672.3,436,0.3784,3.12+ba8d8abe
2026-08-12,exit_demand,500113101,The Bayshore,D16,3,1980000,1672.3,86.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500222560,Aquarius By The Park,D16,3,1850000,1291.9,654,0.8537,3.12+ba8d8abe
2026-08-12,exit_demand,500222560,Aquarius By The Park,D16,3,1850000,1291.9,82.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500230232,Stratford Court,D16,3,1600000,1270.85,548,0.6234,3.12+ba8d8abe
2026-08-12,exit_demand,500230232,Stratford Court,D16,3,1600000,1270.85,89.3,,exit-1.0+a5c8065a
2026-08-12,mmr,60158079,Tropicana Condominium,D16,4,2400000,1448.4,385,0.2543,3.12+ba8d8abe
2026-08-12,mmr,500181988,The Bayshore,D16,4,2398000,1674.58,459,0.4292,3.12+ba8d8abe
2026-08-12,exit_demand,500181988,The Bayshore,D16,4,2398000,1674.58,86.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500230347,Laguna 88,D16,3,1740000,1469.59,329,0.1513,3.12+ba8d8abe
2026-08-12,mmr,23298420,The Glades,D16,3,1850000,1868.69,583,0.7116,3.12+ba8d8abe
2026-08-12,exit_demand,23298420,The Glades,D16,3,1850000,1868.69,67.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500230054,The Bayshore,D16,3,1890000,1526.66,546,0.6186,3.12+ba8d8abe
2026-08-12,exit_demand,500230054,The Bayshore,D16,3,1890000,1526.66,86.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500218759,Palmwoods,D16,3,1580000,1384.75,463,0.4375,3.12+ba8d8abe
2026-08-12,exit_demand,500218759,Palmwoods,D16,3,1580000,1384.75,80.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500229996,The Bayshore,D16,4,2400000,1675.98,453,0.4155,3.12+ba8d8abe
2026-08-12,exit_demand,500229996,The Bayshore,D16,4,2400000,1675.98,86.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500217611,East Meadows,D16,3,1700000,1398.03,642,0.8338,3.12+ba8d8abe
2026-08-12,exit_demand,500217611,East Meadows,D16,3,1700000,1398.03,93.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500229059,Bedok Court,D16,3,2480000,1092.03,353,0.1928,3.12+ba8d8abe
2026-08-12,exit_demand,500229059,Bedok Court,D16,3,2480000,1092.03,78.6,,exit-1.0+a5c8065a
2026-08-12,mmr,500228117,Tanamera Crest,D16,3,1373000,1180.57,785,0.9881,3.12+ba8d8abe
2026-08-12,exit_demand,500228117,Tanamera Crest,D16,3,1373000,1180.57,88.6,,exit-1.0+a5c8065a
2026-08-12,mmr,500182333,The Tanamera,D16,3,1950000,1284.58,544,0.6144,3.12+ba8d8abe
2026-08-12,exit_demand,500182333,The Tanamera,D16,3,1950000,1284.58,78.6,,exit-1.0+a5c8065a
2026-08-12,mmr,500214468,The Glades,D16,3,1860000,1837.94,560,0.654,3.12+ba8d8abe
2026-08-12,exit_demand,500214468,The Glades,D16,3,1860000,1837.94,67.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500228672,Aquarius By The Park,D16,3,1880000,1221.57,561,0.6566,3.12+ba8d8abe
2026-08-12,exit_demand,500228672,Aquarius By The Park,D16,3,1880000,1221.57,82.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500218259,Aquarius By The Park,D16,3,1738000,1416.46,658,0.8648,3.12+ba8d8abe
2026-08-12,exit_demand,500218259,Aquarius By The Park,D16,3,1738000,1416.46,82.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500228474,The Calypso,D16,3,2500000,2234.14,173,0.0084,3.12+ba8d8abe
2026-08-12,mmr,500228365,Eastwood Green,D16,3,1595000,1359.76,568,0.6742,3.12+ba8d8abe
2026-08-12,exit_demand,500228365,Eastwood Green,D16,3,1595000,1359.76,85.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500219916,Stratford Court,D16,3,2200000,1269.47,344,0.1778,3.12+ba8d8abe
2026-08-12,exit_demand,500219916,Stratford Court,D16,3,2200000,1269.47,89.3,,exit-1.0+a5c8065a
2026-08-12,mmr,60119712,The Bayshore,D16,3,1889000,1525.85,550,0.6301,3.12+ba8d8abe
2026-08-12,exit_demand,60119712,The Bayshore,D16,3,1889000,1525.85,86.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500227271,Exclusive Developer Balance Units – Limited Selection Available,D16,4,2499999,2055.92,456,0.4219,3.12+ba8d8abe
2026-08-12,mmr,500221567,Tanamera Crest,D16,3,1450000,1236.15,647,0.8421,3.12+ba8d8abe
2026-08-12,exit_demand,500221567,Tanamera Crest,D16,3,1450000,1236.15,88.6,,exit-1.0+a5c8065a
2026-08-12,mmr,500226978,Tanamera Crest,D16,4,2250000,1142.13,700,0.9216,3.12+ba8d8abe
2026-08-12,exit_demand,500226978,Tanamera Crest,D16,4,2250000,1142.13,88.6,,exit-1.0+a5c8065a
2026-08-12,mmr,500101382,Waterfront Waves,D16,3,2199999,1661.63,706,0.9282,3.12+ba8d8abe
2026-08-12,exit_demand,500101382,Waterfront Waves,D16,3,2199999,1661.63,90.0,,exit-1.0+a5c8065a
2026-08-12,mmr,500226912,Riviera Residences,D16,3,2258000,2118.2,366,0.2172,3.12+ba8d8abe
2026-08-12,mmr,500226490,Cascadale,D16,3,1650000,1235.96,556,0.6424,3.12+ba8d8abe
2026-08-12,mmr,500104147,Tanah Merah Mansion,D16,3,1560000,1178.25,372,0.2285,3.12+ba8d8abe
2026-08-12,exit_demand,500104147,Tanah Merah Mansion,D16,3,1560000,1178.25,73.6,,exit-1.0+a5c8065a
2026-08-12,mmr,25106943,Bayshore Park,D16,3,1850000,1577.15,357,0.2019,3.12+ba8d8abe
2026-08-12,exit_demand,25106943,Bayshore Park,D16,3,1850000,1577.15,84.0,,exit-1.0+a5c8065a
2026-08-12,mmr,17900437,East Village,D16,3,1450000,1213.39,408,0.3079,3.12+ba8d8abe
2026-08-12,exit_demand,17900437,East Village,D16,3,1450000,1213.39,50.6,,exit-1.0+a5c8065a
2026-08-12,mmr,500086277,Urban Vista,D16,3,1450000,1705.88,593,0.7326,3.12+ba8d8abe
2026-08-12,exit_demand,500086277,Urban Vista,D16,3,1450000,1705.88,53.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500225195,The Clearwater,D16,3,1999999,1498.13,606,0.7615,3.12+ba8d8abe
2026-08-12,exit_demand,500225195,The Clearwater,D16,3,1999999,1498.13,89.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500224636,Vela Bay,D16,3,2314000,2591.27,418,0.3325,3.12+ba8d8abe
2026-08-12,mmr,500224427,Sceneca Residence,D16,3,2500000,2369.67,364,0.2144,3.12+ba8d8abe
2026-08-12,mmr,500219725,Stratford Court,D16,4,2200000,1390.64,432,0.3717,3.12+ba8d8abe
2026-08-12,exit_demand,500219725,Stratford Court,D16,4,2200000,1390.64,89.3,,exit-1.0+a5c8065a
2026-08-12,mmr,60184522,Sea Pavilion Residences,D16,3,1880000,2079.65,399,0.2863,3.12+ba8d8abe
2026-08-12,mmr,500204047,Costa Del Sol,D16,3,2650000,1598.31,616,0.7803,3.12+ba8d8abe
2026-08-12,exit_demand,500204047,Costa Del Sol,D16,3,2650000,1598.31,91.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500201983,Costa Del Sol,D16,3,2650000,1598.31,616,0.7803,3.12+ba8d8abe
2026-08-12,exit_demand,500201983,Costa Del Sol,D16,3,2650000,1598.31,91.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500223659,The Glades,D16,3,1575000,1829.27,580,0.7033,3.12+ba8d8abe
2026-08-12,exit_demand,500223659,The Glades,D16,3,1575000,1829.27,67.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500222776,Tanamera Crest,D16,3,1375000,1161.32,778,0.9854,3.12+ba8d8abe
2026-08-12,exit_demand,500222776,Tanamera Crest,D16,3,1375000,1161.32,88.6,,exit-1.0+a5c8065a
2026-08-12,mmr,500221683,The Clearwater,D16,3,1999999,1498.13,606,0.7615,3.12+ba8d8abe
2026-08-12,exit_demand,500221683,The Clearwater,D16,3,1999999,1498.13,89.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500155608,The Glades,D16,3,1495000,1779.76,563,0.662,3.12+ba8d8abe
2026-08-12,exit_demand,500155608,The Glades,D16,3,1495000,1779.76,67.3,,exit-1.0+a5c8065a
2026-08-12,mmr,60220839,The Taipan,D16,3,1790000,1663.57,354,0.195,3.12+ba8d8abe
2026-08-12,mmr,500076342,Pinery Residences,D16,4,2458886,2003.98,611,0.7718,3.12+ba8d8abe
2026-08-12,mmr,500231126,The Tampines Trilliant,D18,3,1650000,1892.2,417,0.33,3.12+ba8d8abe
2026-08-12,mmr,500217602,Watercolours,D18,3,1560000,1260.1,625,0.8005,3.12+ba8d8abe
2026-08-12,mmr,500231414,CityLife @ Tampines,D18,3,2108800,1674.98,503,0.5255,3.12+ba8d8abe
2026-08-12,mmr,500182779,The Palette,D18,3,1850000,1735.46,526,0.5774,3.12+ba8d8abe
2026-08-12,exit_demand,500182779,The Palette,D18,3,1850000,1735.46,82.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500231367,Coco Palms,D18,4,2380000,1727.14,638,0.8258,3.12+ba8d8abe
2026-08-12,exit_demand,500231367,Coco Palms,D18,4,2380000,1727.14,79.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500231370,Coco Palms,D18,4,2380000,1727.14,638,0.8258,3.12+ba8d8abe
2026-08-12,exit_demand,500231370,Coco Palms,D18,4,2380000,1727.14,79.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500229168,Arc at Tampines,D18,3,1599999,1486.99,533,0.5924,3.12+ba8d8abe
2026-08-12,mmr,500230145,Belysa,D18,3,1400000,1446.28,552,0.634,3.12+ba8d8abe
2026-08-12,mmr,500119210,Oasis @ Elias,D18,4,1938000,1374.47,717,0.9414,3.12+ba8d8abe
2026-08-12,exit_demand,500119210,Oasis @ Elias,D18,4,1938000,1374.47,95.0,,exit-1.0+a5c8065a
2026-08-12,mmr,500161445,The Tampines Trilliant,D18,3,1595000,1829.13,436,0.3784,3.12+ba8d8abe
2026-08-12,mmr,500220561,Watercolours,D18,3,1450000,1320.58,614,0.7769,3.12+ba8d8abe
2026-08-12,mmr,500218341,Sea Horizon,D18,3,1680000,1561.34,524,0.5725,3.12+ba8d8abe
2026-08-12,mmr,500231132,Watercolours,D18,3,1250000,1289.99,612,0.7735,3.12+ba8d8abe
2026-08-12,mmr,60117913,Double Bay Residences,D18,3,2449000,1236.24,544,0.6144,3.12+ba8d8abe
2026-08-12,exit_demand,60117913,Double Bay Residences,D18,3,2449000,1236.24,91.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500196399,Changi Rise Condo,D18,3,1499999,1191.42,646,0.8407,3.12+ba8d8abe
2026-08-12,mmr,500220814,The Tapestry,D18,3,1698000,1715.15,589,0.7224,3.12+ba8d8abe
2026-08-12,exit_demand,500220814,The Tapestry,D18,3,1698000,1715.15,66.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500227230,Sea Esta,D18,4,1650000,1368.16,664,0.8743,3.12+ba8d8abe
2026-08-12,exit_demand,500227230,Sea Esta,D18,4,1650000,1368.16,81.1,,exit-1.0+a5c8065a
2026-08-12,mmr,25042044,The Palette,D18,4,1800000,1547.72,670,0.8835,3.12+ba8d8abe
2026-08-12,exit_demand,25042044,The Palette,D18,4,1800000,1547.72,82.1,,exit-1.0+a5c8065a
2026-08-12,mmr,25349470,Watercolours,D18,3,1650000,1446.1,547,0.6207,3.12+ba8d8abe
2026-08-12,mmr,500228273,CityLife @ Tampines,D18,4,2488000,1805.52,432,0.3717,3.12+ba8d8abe
2026-08-12,mmr,24701869,Q Bay Residences,D18,3,1400000,1585.5,586,0.7172,3.12+ba8d8abe
2026-08-12,exit_demand,24701869,Q Bay Residences,D18,3,1400000,1585.5,79.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500193030,Waterview,D18,4,1888888,1580.66,559,0.6521,3.12+ba8d8abe
2026-08-12,exit_demand,500193030,Waterview,D18,4,1888888,1580.66,84.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500230884,The Palette,D18,4,1930000,1645.35,596,0.7376,3.12+ba8d8abe
2026-08-12,exit_demand,500230884,The Palette,D18,4,1930000,1645.35,82.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500220286,Double Bay Residences,D18,3,1988000,1454.28,701,0.9225,3.12+ba8d8abe
2026-08-12,exit_demand,500220286,Double Bay Residences,D18,3,1988000,1454.28,91.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500228982,Coco Palms,D18,4,2088888,1659.16,696,0.9169,3.12+ba8d8abe
2026-08-12,exit_demand,500228982,Coco Palms,D18,4,2088888,1659.16,79.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500100117,Tropical Spring,D18,3,1538000,1429.37,567,0.6714,3.12+ba8d8abe
2026-08-12,exit_demand,500100117,Tropical Spring,D18,3,1538000,1429.37,93.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500223709,Treasure at Tampines,D18,4,2638000,2130.86,325,0.1434,3.12+ba8d8abe
2026-08-12,exit_demand,500223709,Treasure at Tampines,D18,4,2638000,2130.86,74.1,,exit-1.0+a5c8065a
2026-08-12,mmr,23776040,Eastvale,D18,3,1300000,1183.97,539,0.6049,3.12+ba8d8abe
2026-08-12,mmr,500228460,Belysa,D18,3,1668000,1371.71,586,0.7172,3.12+ba8d8abe
2026-08-12,mmr,500124512,Treasure at Tampines,D18,3,2080088,2013.64,403,0.298,3.12+ba8d8abe
2026-08-12,exit_demand,500124512,Treasure at Tampines,D18,3,2080088,2013.64,74.1,,exit-1.0+a5c8065a
2026-08-12,mmr,60228792,The Palette,D18,3,2220000,1598.27,596,0.7376,3.12+ba8d8abe
2026-08-12,exit_demand,60228792,The Palette,D18,3,2220000,1598.27,82.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500229700,Sea Horizon,D18,3,1430000,1289.45,639,0.8277,3.12+ba8d8abe
2026-08-12,mmr,500181647,The Tapestry,D18,3,2180000,1858.48,411,0.3155,3.12+ba8d8abe
2026-08-12,exit_demand,500181647,The Tapestry,D18,3,2180000,1858.48,66.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500230374,Watercolours,D18,3,1466000,1215.59,647,0.8421,3.12+ba8d8abe
2026-08-12,mmr,500226732,Sea Horizon,D18,4,2100000,1573.03,508,0.5369,3.12+ba8d8abe
2026-08-12,mmr,500230610,D'Nest,D18,3,1750000,1377.95,762,0.9769,3.12+ba8d8abe
2026-08-12,exit_demand,500230610,D'Nest,D18,3,1750000,1377.95,79.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500125530,Watercolours,D18,3,1650000,1446.1,547,0.6207,3.12+ba8d8abe
2026-08-12,mmr,500230513,Treasure at Tampines,D18,3,2088888,2022.16,397,0.2824,3.12+ba8d8abe
2026-08-12,exit_demand,500230513,Treasure at Tampines,D18,3,2088888,2022.16,74.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500225255,Sea Horizon,D18,3,1780000,1333.33,633,0.817,3.12+ba8d8abe
2026-08-12,mmr,500230354,CityLife @ Tampines,D18,3,2180000,1687.31,489,0.4955,3.12+ba8d8abe
2026-08-12,mmr,500188401,NV Residences,D18,3,1780000,1312.68,769,0.981,3.12+ba8d8abe
2026-08-12,exit_demand,500188401,NV Residences,D18,3,1780000,1312.68,83.0,,exit-1.0+a5c8065a
2026-08-12,mmr,60223265,Coco Palms,D18,3,1640000,1814.16,637,0.824,3.12+ba8d8abe
2026-08-12,exit_demand,60223265,Coco Palms,D18,3,1640000,1814.16,79.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500230298,The Tapestry,D18,3,1750000,1889.85,447,0.4027,3.12+ba8d8abe
2026-08-12,exit_demand,500230298,The Tapestry,D18,3,1750000,1889.85,66.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500221076,Eastpoint Green,D18,3,1560000,1317.57,559,0.6521,3.12+ba8d8abe
2026-08-12,exit_demand,500221076,Eastpoint Green,D18,3,1560000,1317.57,85.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500222707,Watercolours,D18,3,1350000,1293.1,611,0.7718,3.12+ba8d8abe
2026-08-12,mmr,24109119,Sea Esta,D18,3,1800000,1608.58,428,0.3588,3.12+ba8d8abe
2026-08-12,exit_demand,24109119,Sea Esta,D18,3,1800000,1608.58,81.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500230169,Arc at Tampines,D18,3,2200000,1293.36,522,0.5686,3.12+ba8d8abe
2026-08-12,mmr,500230160,CityLife @ Tampines,D18,3,2188000,1693.5,446,0.4005,3.12+ba8d8abe
2026-08-12,mmr,60117874,Arc at Tampines,D18,3,2200000,1293.36,522,0.5686,3.12+ba8d8abe
2026-08-12,mmr,500217353,The Palette,D18,4,1890000,1611.25,621,0.7913,3.12+ba8d8abe
2026-08-12,exit_demand,500217353,The Palette,D18,4,1890000,1611.25,82.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500230008,Stratum,D18,3,1850000,1322.37,604,0.7582,3.12+ba8d8abe
2026-08-12,exit_demand,500230008,Stratum,D18,3,1850000,1322.37,69.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500218167,Arc at Tampines,D18,3,1398888,1460.22,553,0.6354,3.12+ba8d8abe
2026-08-12,mmr,500229946,Melville Park,D18,3,1128888,1081.31,563,0.662,3.12+ba8d8abe
2026-08-12,exit_demand,500229946,Melville Park,D18,3,1128888,1081.31,89.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500188070,NV Residences,D18,3,1610000,1451.76,697,0.9177,3.12+ba8d8abe
2026-08-12,exit_demand,500188070,NV Residences,D18,3,1610000,1451.76,83.0,,exit-1.0+a5c8065a
2026-08-12,mmr,500229867,Sea Horizon,D18,4,1780000,1389.54,612,0.7735,3.12+ba8d8abe
2026-08-12,mmr,60178674,Coco Palms,D18,4,2510000,1821.48,565,0.6663,3.12+ba8d8abe
2026-08-12,exit_demand,60178674,Coco Palms,D18,4,2510000,1821.48,79.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500229162,Treasure at Tampines,D18,4,2388000,1928.92,483,0.4837,3.12+ba8d8abe
2026-08-12,exit_demand,500229162,Treasure at Tampines,D18,4,2388000,1928.92,74.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500219827,The Eden @ Tampines,D18,3,1790000,1445.88,459,0.4292,3.12+ba8d8abe
2026-08-12,mmr,500222726,Cheap Cheap Cheap 3B2B at Treasure at Tampines,D18,3,1820000,1921.86,474,0.4659,3.12+ba8d8abe
2026-08-12,mmr,500229708,Eastvale,D18,3,1408000,1178.24,544,0.6144,3.12+ba8d8abe
2026-08-12,mmr,500229491,Watercolours,D18,3,1650000,1446.1,543,0.6128,3.12+ba8d8abe
2026-08-12,mmr,25327776,Treasure at Tampines,D18,3,1699999,1857.92,545,0.6165,3.12+ba8d8abe
2026-08-12,exit_demand,25327776,Treasure at Tampines,D18,3,1699999,1857.92,74.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500222096,The Tampines Trilliant,D18,3,2088000,1847.79,427,0.3576,3.12+ba8d8abe
2026-08-12,mmr,500229232,Pinevale,D18,3,1650000,1277.09,415,0.3244,3.12+ba8d8abe
2026-08-12,mmr,25341155,Eastvale,D18,3,1300000,1220.66,518,0.5606,3.12+ba8d8abe
2026-08-12,mmr,500160992,Livia,D18,4,1928000,1367.38,746,0.9661,3.12+ba8d8abe
2026-08-12,exit_demand,500160992,Livia,D18,4,1928000,1367.38,94.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500216336,Ripple Bay,D18,3,1900000,1288.14,569,0.6757,3.12+ba8d8abe
2026-08-12,exit_demand,500216336,Ripple Bay,D18,3,1900000,1288.14,71.5,,exit-1.0+a5c8065a
2026-08-12,mmr,60054021,Ripple Bay,D18,3,2300000,1287.07,520,0.5642,3.12+ba8d8abe
2026-08-12,exit_demand,60054021,Ripple Bay,D18,3,2300000,1287.07,71.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500044926,Coco Palms,D18,3,1700000,1880.53,588,0.7207,3.12+ba8d8abe
2026-08-12,exit_demand,500044926,Coco Palms,D18,3,1700000,1880.53,79.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500222800,The Alps Residences,D18,3,1780000,1669.79,496,0.5119,3.12+ba8d8abe
2026-08-12,exit_demand,500222800,The Alps Residences,D18,3,1780000,1669.79,70.0,,exit-1.0+a5c8065a
2026-08-12,mmr,500181090,Melville Park,D18,3,1350000,1036.87,568,0.6742,3.12+ba8d8abe
2026-08-12,exit_demand,500181090,Melville Park,D18,3,1350000,1036.87,89.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500106458,The Palette,D18,3,1860000,1599.31,624,0.7984,3.12+ba8d8abe
2026-08-12,exit_demand,500106458,The Palette,D18,3,1860000,1599.31,82.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500228728,Coco Palms,D18,4,2280000,1810.96,581,0.7056,3.12+ba8d8abe
2026-08-12,exit_demand,500228728,Coco Palms,D18,4,2280000,1810.96,79.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500219380,Whitewater,D18,3,1480000,1227.2,570,0.6775,3.12+ba8d8abe
2026-08-12,mmr,500221295,Watercolours,D18,3,1350000,1409.19,577,0.6944,3.12+ba8d8abe
2026-08-12,mmr,500223553,Sea Horizon,D18,3,1550000,1345.49,635,0.8197,3.12+ba8d8abe
2026-08-12,mmr,500083903,Tropical Spring,D18,3,1400000,1301.12,686,0.9044,3.12+ba8d8abe
2026-08-12,exit_demand,500083903,Tropical Spring,D18,3,1400000,1301.12,93.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500218297,Sea Esta,D18,3,1750000,1533.74,483,0.4837,3.12+ba8d8abe
2026-08-12,exit_demand,500218297,Sea Esta,D18,3,1750000,1533.74,81.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500226856,Double Bay Residences,D18,3,2280000,1667.89,513,0.5485,3.12+ba8d8abe
2026-08-12,exit_demand,500226856,Double Bay Residences,D18,3,2280000,1667.89,91.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500189294,Pinevale,D18,3,1700000,1315.79,414,0.3223,3.12+ba8d8abe
2026-08-12,mmr,500228173,Simei Green Condominium,D18,3,1450000,1160.0,598,0.7426,3.12+ba8d8abe
2026-08-12,mmr,500220617,The Tapestry,D18,3,1698000,1715.15,589,0.7224,3.12+ba8d8abe
2026-08-12,exit_demand,500220617,The Tapestry,D18,3,1698000,1715.15,66.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500228227,Treasure at Tampines,D18,3,2200000,2023.92,384,0.2507,3.12+ba8d8abe
2026-08-12,exit_demand,500228227,Treasure at Tampines,D18,3,2200000,2023.92,74.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500216818,Arc at Tampines,D18,3,1999999,1407.46,588,0.7207,3.12+ba8d8abe
2026-08-12,mmr,60186556,Rivelle Tampines EC,D18,3,1588000,1821.1,576,0.6919,3.12+ba8d8abe
2026-08-12,mmr,500093525,Waterview,D18,3,1350000,1457.88,744,0.9651,3.12+ba8d8abe
2026-08-12,exit_demand,500093525,Waterview,D18,3,1350000,1457.88,84.3,,exit-1.0+a5c8065a
2026-08-12,mmr,60062114,Changi Rise Condo,D18,3,1650000,1288.06,539,0.6049,3.12+ba8d8abe
2026-08-12,mmr,25274579,Q Bay Residences,D18,3,2300000,1655.87,467,0.4477,3.12+ba8d8abe
2026-08-12,exit_demand,25274579,Q Bay Residences,D18,3,2300000,1655.87,79.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500226973,Treasure at Tampines,D18,3,1580000,1931.54,510,0.5417,3.12+ba8d8abe
2026-08-12,exit_demand,500226973,Treasure at Tampines,D18,3,1580000,1931.54,74.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500219215,The Tampines Trilliant,D18,3,2200000,1596.52,525,0.5755,3.12+ba8d8abe
2026-08-12,mmr,60157413,Sea Esta,D18,3,1780000,1475.95,530,0.5857,3.12+ba8d8abe
2026-08-12,exit_demand,60157413,Sea Esta,D18,3,1780000,1475.95,81.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500177418,The Esparis,D18,3,1530000,1184.21,644,0.837,3.12+ba8d8abe
2026-08-12,mmr,500142264,Watercolours,D18,3,1290000,1346.56,611,0.7718,3.12+ba8d8abe
2026-08-12,mmr,500169941,Belysa,D18,3,2080088,1380.28,582,0.7087,3.12+ba8d8abe
2026-08-12,mmr,500227448,Livia,D18,3,1750000,1377.95,676,0.892,3.12+ba8d8abe
2026-08-12,exit_demand,500227448,Livia,D18,3,1750000,1377.95,94.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500208429,Savannah Condopark,D18,3,1500000,1211.63,662,0.8707,3.12+ba8d8abe
2026-08-12,exit_demand,500208429,Savannah Condopark,D18,3,1500000,1211.63,93.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500042522,CityLife @ Tampines,D18,3,2080000,1464.79,626,0.8021,3.12+ba8d8abe
2026-08-12,mmr,500190833,Treasure at Tampines,D18,3,1635000,1786.89,608,0.767,3.12+ba8d8abe
2026-08-12,exit_demand,500190833,Treasure at Tampines,D18,3,1635000,1786.89,74.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500197025,Rio Vista,D19,3,1870000,1173.15,490,0.4973,3.12+ba8d8abe
2026-08-12,exit_demand,500197025,Rio Vista,D19,3,1870000,1173.15,87.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500228995,Prive,D19,3,1990000,1240.65,753,0.9719,3.12+ba8d8abe
2026-08-12,mmr,500217628,Regentville,D19,3,1350000,1171.88,816,0.9958,3.12+ba8d8abe
2026-08-12,exit_demand,500217628,Regentville,D19,3,1350000,1171.88,85.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500223217,Jewel @ Buangkok,D19,3,2218888,1926.12,581,0.7056,3.12+ba8d8abe
2026-08-12,exit_demand,500223217,Jewel @ Buangkok,D19,3,2218888,1926.12,76.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500219103,The Florence Residences,D19,3,2380000,2126.9,390,0.2665,3.12+ba8d8abe
2026-08-12,exit_demand,500219103,The Florence Residences,D19,3,2380000,2126.9,66.9,,exit-1.0+a5c8065a
2026-08-12,mmr,500231501,57 @ Kovan,D19,4,2068000,1525.07,400,0.2902,3.12+ba8d8abe
2026-08-12,mmr,500231478,Twin Waterfalls,D19,3,1699999,1698.3,539,0.6049,3.12+ba8d8abe
